node,category,occupation
20045,P,celebrity
20046,I,scientist
20047,D,politician
20048,D,politician
20049,P,scientist
20050,P,celebrity
20051,P,politician
20052,P,politician
20053,D,celebrity
20054,P,politician
20055,I,scientist
20056,P,celebrity
20057,I,politician
20058,I,politician
20059,P,celebrity
20060,I,politician
20061,I,scientist
20062,D,celebrity
20063,D,scientist
20064,I,celebrity
20065,I,scientist
20066,D,scientist
20067,D,politician
20068,D,politician
20069,I,celebrity
20070,D,scientist
20071,D,celebrity
20072,D,politician
20073,I,celebrity
20074,D,scientist
20075,D,scientist
20076,D,scientist
20077,I,scientist
20078,P,celebrity
20079,I,celebrity
20080,I,scientist
20081,D,politician
20082,P,politician
20083,P,celebrity
20084,P,celebrity
20085,D,celebrity
20086,D,politician
20087,D,scientist
20088,D,politician
20089,P,scientist
20090,D,celebrity
20091,I,scientist
20092,P,politician
20093,D,scientist
20094,P,celebrity
20095,I,politician
20096,P,scientist
20097,P,celebrity
20098,P,scientist
20099,P,scientist
20100,D,celebrity
20101,D,politician
20102,I,scientist
20103,D,celebrity
20104,P,celebrity
20105,D,scientist
20106,P,celebrity
20107,I,politician
20108,D,celebrity
20109,P,celebrity
20110,P,politician
20111,I,scientist
20112,I,politician
20113,D,celebrity
20114,I,celebrity
20115,I,celebrity
20116,D,scientist
20117,D,scientist
20118,P,celebrity
20119,I,politician
20120,I,celebrity
20121,I,celebrity
20122,D,celebrity
20123,I,politician
20124,I,celebrity
20125,P,celebrity
20126,I,politician
20127,I,scientist
20128,P,scientist
20129,D,celebrity
20130,P,politician
20131,D,scientist
20132,P,celebrity
20133,I,celebrity
20134,I,scientist
20135,P,politician
20136,D,politician
20137,D,scientist
20138,D,scientist
20139,P,scientist
20140,I,scientist
20141,D,scientist
20142,P,scientist
20143,D,scientist
20144,I,politician
20145,I,politician
20146,I,celebrity
20147,D,scientist
20148,I,scientist
20149,I,scientist
20150,P,celebrity
20151,D,politician
20152,P,politician
20153,D,scientist
20154,P,celebrity
20155,D,politician
20156,D,celebrity
20157,D,celebrity
20158,I,politician
20159,I,politician
20160,I,scientist
20161,D,politician
20162,I,celebrity
20163,D,scientist
20164,D,celebrity
20165,D,politician
20166,D,politician
20167,P,politician
20168,I,politician
20169,I,scientist
20170,D,politician
20171,D,celebrity
20172,D,celebrity
20173,P,scientist
20174,D,scientist
20175,I,scientist
20176,I,politician
20177,I,scientist
20178,I,celebrity
20179,P,celebrity
20180,P,celebrity
20181,I,politician
20182,D,celebrity
20183,P,scientist
20184,D,scientist
20185,P,scientist
20186,I,scientist
20187,P,celebrity
20188,P,scientist
20189,D,politician
20190,D,scientist
20191,D,celebrity
20192,P,celebrity
20193,I,celebrity
20194,P,politician
20195,P,celebrity
20196,D,celebrity
20197,D,celebrity
20198,D,celebrity
20199,D,scientist
20200,P,scientist
20201,P,politician
20202,D,scientist
20203,I,politician
20204,I,celebrity
20205,I,scientist
20206,P,scientist
20207,P,politician
20208,I,celebrity
20209,I,celebrity
20210,I,celebrity
20211,P,politician
20212,D,celebrity
20213,I,celebrity
20214,I,celebrity
20215,D,politician
20216,P,celebrity
20217,P,celebrity
20218,D,celebrity
20219,D,politician
20220,D,politician
20221,P,celebrity
20222,I,politician
20223,D,celebrity
20224,I,politician
20225,D,politician
20226,I,scientist
20227,I,politician
20228,I,scientist
20229,D,politician
20230,P,scientist
20231,P,celebrity
20232,D,politician
20233,P,scientist
20234,P,scientist
20235,I,scientist
20236,I,celebrity
20237,D,celebrity
20238,I,politician
20239,P,politician
20240,D,politician
20241,D,politician
20242,D,scientist
20243,D,scientist
20244,P,scientist
20245,D,celebrity
20246,D,politician
20247,P,celebrity
20248,P,politician
20249,P,politician
20250,I,celebrity
20251,D,politician
20252,D,scientist
20253,D,scientist
20254,P,celebrity
20255,I,celebrity
20256,D,scientist
20257,P,politician
20258,I,scientist
20259,D,scientist
20260,D,scientist
20261,P,celebrity
20262,I,celebrity
20263,I,politician
20264,I,celebrity
20265,P,politician
20266,I,politician
20267,I,scientist
20268,P,celebrity
20269,D,celebrity
20270,P,politician
20271,I,scientist
20272,D,scientist
20273,D,celebrity
20274,P,celebrity
20275,P,celebrity
20276,P,celebrity
20277,P,politician
20278,I,politician
20279,P,politician
20280,D,politician
20281,I,celebrity
20282,I,scientist
20283,D,scientist
20284,I,scientist
20285,P,celebrity
20286,D,scientist
20287,I,celebrity
20288,D,politician
20289,D,celebrity
20290,P,scientist
20291,D,scientist
20292,I,scientist
20293,D,celebrity
20294,P,scientist
20295,D,scientist
20296,P,politician
20297,P,politician
20298,P,celebrity
20299,D,celebrity
20300,I,scientist
20301,D,politician
20302,D,politician
20303,I,celebrity
20304,D,politician
20305,I,scientist
20306,D,politician
20307,I,politician
20308,P,scientist
20309,D,scientist
20310,D,politician
20311,I,celebrity
20312,I,politician
20313,D,scientist
20314,D,politician
20315,I,scientist
20316,P,politician
20317,I,scientist
20318,P,scientist
20319,I,celebrity
20320,D,celebrity
20321,I,scientist
20322,I,celebrity
20323,D,celebrity
20324,I,politician
20325,D,scientist
20326,D,politician
20327,D,scientist
20328,D,politician
20329,D,scientist
20330,I,celebrity
20331,I,celebrity
20332,D,scientist
20333,D,scientist
20334,I,celebrity
20335,D,celebrity
20336,D,politician
20337,I,politician
20338,I,scientist
20339,D,celebrity
20340,D,scientist
20341,P,scientist
20342,D,celebrity
20343,I,scientist
20344,D,scientist
20345,I,scientist
20346,I,politician
20347,D,politician
20348,I,scientist
20349,P,politician
20350,I,scientist
20351,D,celebrity
20352,D,politician
20353,P,scientist
20354,I,scientist
20355,I,politician
20356,I,celebrity
20357,P,scientist
20358,D,politician
20359,P,celebrity
20360,I,politician
20361,P,celebrity
20362,D,scientist
20363,I,celebrity
20364,D,scientist
20365,I,politician
20366,P,scientist
20367,D,celebrity
20368,P,scientist
20369,I,politician
20370,I,scientist
20371,D,politician
20372,P,celebrity
20373,D,politician
20374,P,politician
20375,D,celebrity
20376,D,celebrity
20377,D,politician
20378,P,scientist
20379,P,celebrity
20380,P,politician
20381,D,scientist
20382,D,scientist
20383,D,celebrity
20384,P,scientist
20385,D,celebrity
20386,D,politician
20387,I,celebrity
20388,D,politician
20389,P,scientist
20390,D,scientist
20391,P,scientist
20392,P,politician
20393,D,scientist
20394,D,politician
20395,D,celebrity
20396,I,scientist
20397,P,celebrity
20398,I,celebrity
20399,P,scientist
20400,I,scientist
20401,D,scientist
20402,D,politician
20403,P,scientist
20404,P,scientist
20405,I,scientist
20406,I,politician
20407,I,celebrity
20408,I,scientist
20409,D,politician
20410,P,scientist
20411,I,celebrity
20412,I,politician
20413,I,politician
20414,I,celebrity
20415,I,scientist
20416,P,politician
20417,I,celebrity
20418,D,politician
20419,I,scientist
20420,D,politician
20421,D,politician
20422,D,scientist
20423,I,politician
20424,D,politician
20425,I,celebrity
20426,P,celebrity
20427,D,politician
20428,P,celebrity
20429,I,celebrity
20430,P,celebrity
20431,I,celebrity
20432,D,celebrity
20433,P,celebrity
20434,D,celebrity
20435,D,celebrity
20436,D,scientist
20437,D,scientist
20438,D,scientist
20439,I,scientist
20440,P,celebrity
20441,P,celebrity
20442,P,celebrity
20443,D,scientist
20444,I,celebrity
20445,D,politician
20446,I,scientist
20447,P,politician
20448,D,politician
20449,P,politician
20450,I,celebrity
20451,P,politician
20452,P,politician
20453,I,politician
20454,D,scientist
20455,P,celebrity
20456,I,celebrity
20457,I,celebrity
20458,I,scientist
20459,P,politician
20460,I,celebrity
20461,I,politician
20462,I,celebrity
20463,I,celebrity
20464,P,celebrity
20465,D,celebrity
20466,I,politician
20467,I,politician
20468,I,politician
20469,D,politician
20470,P,scientist
20471,I,politician
20472,I,politician
20473,D,politician
20474,P,celebrity
20475,I,celebrity
20476,I,celebrity
20477,P,politician
20478,P,scientist
20479,D,politician
20480,D,celebrity
20481,P,celebrity
20482,P,politician
20483,P,scientist
20484,P,politician
20485,P,celebrity
20486,D,scientist
20487,I,scientist
20488,P,celebrity
20489,P,celebrity
20490,I,politician
20491,D,celebrity
20492,I,scientist
20493,D,scientist
20494,P,scientist
20495,I,scientist
20496,P,politician
20497,P,politician
20498,P,politician
20499,I,politician
20500,P,celebrity
20501,D,politician
20502,D,scientist
20503,D,politician
20504,P,scientist
20505,I,politician
20506,I,politician
20507,D,scientist
20508,P,politician
20509,I,scientist
20510,I,scientist
20511,I,scientist
20512,I,celebrity
20513,D,scientist
20514,I,celebrity
20515,I,politician
20516,D,scientist
20517,D,scientist
20518,P,scientist
20519,I,celebrity
20520,I,politician
20521,P,politician
20522,D,celebrity
20523,D,celebrity
20524,I,scientist
20525,I,celebrity
20526,P,scientist
20527,D,politician
20528,I,scientist
20529,D,scientist
20530,P,celebrity
20531,I,scientist
20532,I,politician
20533,I,scientist
20534,D,scientist
20535,I,politician
20536,I,politician
20537,D,politician
20538,P,politician
20539,P,celebrity
20540,I,celebrity
20541,D,celebrity
20542,P,scientist
20543,I,politician
20544,I,politician
20545,I,politician
20546,P,celebrity
20547,D,politician
20548,P,scientist
20549,P,scientist
20550,P,celebrity
20551,I,scientist
20552,P,celebrity
20553,D,celebrity
20554,P,politician
20555,P,politician
20556,I,celebrity
20557,P,politician
20558,P,celebrity
20559,P,scientist
20560,I,celebrity
20561,P,politician
20562,P,celebrity
20563,P,scientist
20564,I,celebrity
20565,I,scientist
20566,I,politician
20567,I,politician
20568,D,celebrity
20569,I,scientist
20570,P,celebrity
20571,D,celebrity
20572,D,politician
20573,D,scientist
20574,P,scientist
20575,P,celebrity
20576,P,politician
20577,D,politician
20578,P,politician
20579,P,scientist
20580,D,celebrity
20581,P,celebrity
20582,I,scientist
20583,I,scientist
20584,I,scientist
20585,P,celebrity
20586,D,politician
20587,I,scientist
20588,I,politician
20589,P,scientist
20590,D,scientist
20591,P,scientist
20592,P,scientist
20593,I,scientist
20594,I,politician
20595,D,politician
20596,D,politician
20597,D,politician
20598,I,celebrity
20599,P,celebrity
20600,P,politician
20601,D,celebrity
20602,D,scientist
20603,I,scientist
20604,P,celebrity
20605,D,scientist
20606,P,scientist
20607,D,politician
20608,P,scientist
20609,I,scientist
20610,P,celebrity
20611,D,scientist
20612,I,celebrity
20613,P,celebrity
20614,D,scientist
20615,D,politician
20616,P,celebrity
20617,P,politician
20618,I,celebrity
20619,D,celebrity
20620,I,celebrity
20621,I,scientist
20622,D,celebrity
20623,P,scientist
20624,D,politician
20625,I,scientist
20626,D,politician
20627,D,politician
20628,I,celebrity
20629,I,politician
20630,P,scientist
20631,I,celebrity
20632,I,scientist
20633,I,celebrity
20634,P,scientist
20635,P,scientist
20636,I,scientist
20637,I,scientist
20638,D,celebrity
20639,I,politician
20640,D,celebrity
20641,I,scientist
20642,P,celebrity
20643,D,scientist
20644,D,celebrity
20645,P,celebrity
20646,I,scientist
20647,P,politician
20648,I,celebrity
20649,D,scientist
20650,P,celebrity
20651,P,politician
20652,I,scientist
20653,P,politician
20654,D,scientist
20655,D,scientist
20656,P,scientist
20657,P,scientist
20658,I,politician
20659,P,celebrity
20660,I,celebrity
20661,I,scientist
20662,I,scientist
20663,P,scientist
20664,P,celebrity
20665,I,scientist
20666,D,scientist
20667,I,scientist
20668,I,scientist
20669,P,celebrity
20670,I,celebrity
20671,I,politician
20672,I,scientist
20673,D,politician
20674,D,scientist
20675,D,celebrity
20676,P,scientist
20677,D,celebrity
20678,P,scientist
20679,P,celebrity
20680,D,politician
20681,I,scientist
20682,I,celebrity
20683,I,politician
20684,D,celebrity
20685,I,celebrity
20686,D,politician
20687,D,politician
20688,I,celebrity
20689,D,celebrity
20690,I,celebrity
20691,D,celebrity
20692,P,politician
20693,P,politician
20694,P,politician
20695,D,celebrity
20696,P,celebrity
20697,D,scientist
20698,P,politician
20699,P,celebrity
20700,D,celebrity
20701,D,celebrity
20702,D,scientist
20703,P,scientist
20704,P,scientist
20705,I,celebrity
20706,P,scientist
20707,I,politician
20708,D,celebrity
20709,I,celebrity
20710,I,politician
20711,I,politician
20712,P,celebrity
20713,P,politician
20714,D,scientist
20715,P,scientist
20716,D,celebrity
20717,P,celebrity
20718,P,scientist
20719,I,politician
20720,P,politician
20721,P,celebrity
20722,I,scientist
20723,P,scientist
20724,D,politician
20725,D,scientist
20726,I,celebrity
20727,P,politician
20728,D,scientist
20729,P,celebrity
20730,I,celebrity
20731,D,politician
20732,D,celebrity
20733,P,politician
20734,P,scientist
20735,D,politician
20736,I,politician
20737,I,politician
20738,P,scientist
20739,P,politician
20740,I,politician
20741,D,politician
20742,D,celebrity
20743,P,politician
20744,I,celebrity
20745,P,scientist
20746,P,politician
20747,D,celebrity
20748,D,politician
20749,P,celebrity
20750,D,politician
20751,P,celebrity
20752,D,celebrity
20753,D,politician
20754,D,scientist
20755,D,scientist
20756,I,scientist
20757,I,celebrity
20758,P,politician
20759,P,celebrity
20760,I,politician
20761,P,politician
20762,D,celebrity
20763,D,celebrity
20764,D,celebrity
20765,I,scientist
20766,P,scientist
20767,I,scientist
20768,P,celebrity
20769,P,politician
20770,D,celebrity
20771,D,politician
20772,P,scientist
20773,I,politician
20774,P,celebrity
20775,P,celebrity
20776,P,politician
20777,D,scientist
20778,D,politician
20779,I,scientist
20780,P,politician
20781,D,celebrity
20782,P,celebrity
20783,D,celebrity
20784,I,politician
20785,D,politician
20786,P,scientist
20787,D,celebrity
20788,P,politician
20789,P,politician
20790,D,politician
20791,I,celebrity
20792,I,politician
20793,I,politician
20794,P,scientist
20795,I,celebrity
20796,I,celebrity
20797,P,scientist
20798,D,celebrity
20799,D,celebrity
20800,P,politician
20801,D,politician
20802,P,politician
20803,I,celebrity
20804,I,celebrity
20805,D,scientist
20806,P,scientist
20807,D,scientist
20808,P,celebrity
20809,P,scientist
20810,I,politician
20811,P,scientist
20812,I,celebrity
20813,P,scientist
20814,P,scientist
20815,I,scientist
20816,I,scientist
20817,D,politician
20818,D,politician
20819,P,celebrity
20820,I,politician
20821,P,politician
20822,P,politician
20823,I,celebrity
20824,D,scientist
20825,D,politician
20826,P,scientist
20827,I,scientist
20828,I,scientist
20829,D,celebrity
20830,P,politician
20831,P,scientist
20832,I,scientist
20833,D,celebrity
20834,P,politician
20835,D,scientist
20836,D,celebrity
20837,P,politician
20838,I,celebrity
20839,I,celebrity
20840,D,politician
20841,P,scientist
20842,D,politician
20843,I,celebrity
20844,D,celebrity
20845,P,scientist
20846,P,celebrity
20847,I,scientist
20848,D,politician
20849,P,scientist
20850,I,politician
20851,D,celebrity
20852,P,politician
20853,I,celebrity
20854,I,scientist
20855,I,celebrity
20856,P,celebrity
20857,P,celebrity
20858,D,celebrity
20859,P,politician
20860,D,celebrity
20861,I,scientist
20862,D,scientist
20863,I,celebrity
20864,I,scientist
20865,I,politician
20866,P,politician
20867,P,politician
20868,P,celebrity
20869,D,celebrity
20870,I,politician
20871,I,politician
20872,I,scientist
20873,D,politician
20874,I,scientist
20875,P,scientist
20876,P,celebrity
20877,P,celebrity
20878,P,politician
20879,I,celebrity
20880,I,scientist
20881,I,scientist
20882,P,politician
20883,D,politician
20884,D,politician
20885,I,politician
20886,I,scientist
20887,D,scientist
20888,I,politician
20889,P,celebrity
20890,D,politician
20891,P,politician
20892,P,celebrity
20893,D,celebrity
20894,P,celebrity
20895,I,celebrity
20896,D,scientist
20897,I,celebrity
20898,D,celebrity
20899,D,politician
20900,I,celebrity
20901,D,celebrity
20902,I,celebrity
20903,P,politician
20904,P,scientist
20905,I,celebrity
20906,D,politician
20907,D,celebrity
20908,D,politician
20909,D,politician
20910,D,politician
20911,D,celebrity
20912,I,scientist
20913,P,celebrity
20914,D,politician
20915,D,celebrity
20916,D,scientist
20917,I,politician
20918,I,politician
20919,D,scientist
20920,D,scientist
20921,P,scientist
20922,D,politician
20923,I,celebrity
20924,P,scientist
20925,P,politician
20926,D,scientist
20927,D,scientist
20928,D,politician
20929,D,politician
20930,D,celebrity
20931,I,scientist
20932,I,politician
20933,P,scientist
20934,D,politician
20935,I,scientist
20936,D,celebrity
20937,D,politician
20938,P,politician
20939,I,celebrity
20940,D,politician
20941,D,scientist
20942,P,politician
20943,D,politician
20944,D,scientist
20945,I,scientist
20946,P,celebrity
20947,P,politician
20948,P,politician
20949,I,celebrity
20950,D,scientist
20951,D,politician
20952,D,politician
20953,I,celebrity
20954,D,scientist
20955,I,celebrity
20956,P,celebrity
20957,D,politician
20958,D,scientist
20959,I,scientist
20960,P,celebrity
20961,D,politician
20962,I,politician
20963,P,politician
20964,D,politician
20965,D,politician
20966,I,scientist
20967,D,politician
20968,P,celebrity
20969,P,celebrity
20970,P,politician
20971,I,politician
20972,I,celebrity
20973,I,politician
20974,P,scientist
20975,I,scientist
20976,I,scientist
20977,P,scientist
20978,D,scientist
20979,D,scientist
20980,I,scientist
20981,P,celebrity
20982,I,politician
20983,D,celebrity
20984,D,politician
20985,I,scientist
20986,I,scientist
20987,I,scientist
20988,P,politician
20989,I,celebrity
20990,I,scientist
20991,I,celebrity
20992,I,politician
20993,I,scientist
20994,D,scientist
20995,I,celebrity
20996,I,celebrity
20997,I,scientist
20998,I,scientist
20999,I,celebrity
21000,I,politician
21001,I,celebrity
21002,I,celebrity
21003,P,politician
21004,D,celebrity
21005,I,celebrity
21006,P,scientist
21007,I,scientist
21008,I,celebrity
21009,I,celebrity
21010,P,celebrity
21011,I,celebrity
21012,D,scientist
21013,D,celebrity
21014,D,scientist
21015,D,celebrity
21016,P,scientist
21017,D,scientist
21018,I,celebrity
21019,I,scientist
21020,I,celebrity
21021,P,celebrity
21022,D,celebrity
21023,D,celebrity
21024,D,politician
21025,D,politician
21026,D,scientist
21027,D,politician
21028,P,celebrity
21029,P,scientist
21030,I,politician
21031,P,celebrity
21032,D,celebrity
21033,P,celebrity
21034,P,celebrity
21035,D,scientist
21036,D,politician
21037,I,politician
21038,I,celebrity
21039,I,politician
21040,P,celebrity
21041,D,politician
21042,P,celebrity
21043,I,scientist
21044,I,celebrity
21045,I,politician
21046,I,scientist
21047,P,scientist
21048,D,scientist
21049,P,scientist
21050,P,celebrity
21051,P,scientist
21052,P,scientist
21053,I,celebrity
21054,D,celebrity
21055,P,celebrity
21056,P,scientist
21057,D,politician
21058,P,celebrity
21059,I,celebrity
21060,D,politician
21061,I,scientist
21062,I,scientist
21063,P,celebrity
21064,P,scientist
21065,P,celebrity
21066,P,scientist
21067,P,politician
21068,I,celebrity
21069,I,celebrity
21070,I,politician
21071,I,celebrity
21072,D,politician
21073,D,politician
21074,P,celebrity
21075,I,scientist
21076,I,scientist
21077,I,scientist
21078,D,scientist
21079,I,celebrity
21080,I,politician
21081,I,celebrity
21082,D,politician
21083,I,scientist
21084,P,scientist
21085,D,politician
21086,I,politician
21087,P,politician
21088,I,scientist
21089,I,politician
21090,I,scientist
21091,I,politician
21092,I,scientist
21093,P,politician
21094,P,celebrity
21095,D,politician
21096,I,celebrity
21097,D,celebrity
21098,D,scientist
21099,I,scientist
21100,I,celebrity
21101,D,politician
21102,D,politician
21103,P,celebrity
21104,P,scientist
21105,I,politician
21106,P,scientist
21107,I,politician
21108,P,celebrity
21109,D,scientist
21110,D,politician
21111,I,celebrity
21112,I,politician
21113,D,politician
21114,P,scientist
21115,I,politician
21116,D,politician
21117,P,celebrity
21118,D,politician
21119,D,celebrity
21120,D,politician
21121,I,politician
21122,D,politician
21123,D,celebrity
21124,D,politician
21125,P,celebrity
21126,D,celebrity
21127,D,politician
21128,I,politician
21129,I,scientist
21130,D,politician
21131,I,scientist
21132,D,scientist
21133,I,celebrity
21134,D,scientist
21135,P,scientist
21136,D,politician
21137,I,politician
21138,I,celebrity
21139,D,celebrity
21140,P,politician
21141,D,celebrity
21142,D,scientist
21143,P,celebrity
21144,D,scientist
21145,I,politician
21146,P,celebrity
21147,P,scientist
21148,D,politician
21149,I,celebrity
21150,I,scientist
21151,D,politician
21152,D,politician
21153,P,celebrity
21154,D,celebrity
21155,I,scientist
21156,I,celebrity
21157,D,politician
21158,D,celebrity
21159,P,celebrity
21160,P,scientist
21161,P,celebrity
21162,I,celebrity
21163,D,scientist
21164,D,scientist
21165,P,celebrity
21166,I,scientist
21167,P,celebrity
21168,I,politician
21169,P,scientist
21170,D,scientist
21171,I,celebrity
21172,D,politician
21173,P,scientist
21174,I,celebrity
21175,D,scientist
21176,P,politician
21177,D,celebrity
21178,P,scientist
21179,D,scientist
21180,D,celebrity
21181,D,scientist
21182,I,scientist
21183,I,celebrity
21184,P,politician
21185,P,politician
21186,P,celebrity
21187,P,politician
21188,P,politician
21189,D,scientist
21190,P,politician
21191,P,celebrity
21192,D,politician
21193,P,politician
21194,I,scientist
21195,I,scientist
21196,P,scientist
21197,P,scientist
21198,I,politician
21199,P,politician
21200,D,celebrity
21201,I,celebrity
21202,D,scientist
21203,D,celebrity
21204,D,celebrity
21205,P,scientist
21206,P,scientist
21207,D,celebrity
21208,D,celebrity
21209,P,scientist
21210,I,politician
21211,I,celebrity
21212,I,politician
21213,P,scientist
21214,P,politician
21215,I,politician
21216,D,scientist
21217,D,scientist
21218,D,celebrity
21219,P,celebrity
21220,I,celebrity
21221,D,celebrity
21222,P,politician
21223,I,politician
21224,P,celebrity
21225,I,scientist
21226,I,scientist
21227,I,celebrity
21228,P,politician
21229,D,scientist
21230,D,scientist
21231,D,celebrity
21232,P,politician
21233,D,politician
21234,I,scientist
21235,P,politician
21236,I,celebrity
21237,P,politician
21238,D,politician
21239,D,politician
21240,D,scientist
21241,P,scientist
21242,I,politician
21243,I,politician
21244,I,politician
21245,D,scientist
21246,D,scientist
21247,D,scientist
21248,D,celebrity
21249,P,politician
21250,P,politician
21251,I,celebrity
21252,P,celebrity
21253,I,scientist
21254,D,celebrity
21255,D,celebrity
21256,P,scientist
21257,I,celebrity
21258,D,politician
21259,P,celebrity
21260,P,celebrity
21261,I,politician
21262,I,scientist
21263,I,celebrity
21264,P,politician
21265,P,celebrity
21266,D,scientist
21267,P,politician
21268,I,celebrity
21269,I,politician
21270,P,scientist
21271,P,politician
21272,I,politician
21273,I,celebrity
21274,I,celebrity
21275,D,scientist
21276,D,celebrity
21277,P,politician
21278,D,politician
21279,D,politician
21280,D,celebrity
21281,P,politician
21282,P,politician
21283,I,celebrity
21284,D,politician
21285,P,scientist
21286,I,celebrity
21287,D,politician
21288,D,politician
21289,I,politician
21290,P,celebrity
21291,P,politician
21292,I,celebrity
21293,I,politician
21294,P,celebrity
21295,D,celebrity
21296,D,celebrity
21297,D,politician
21298,P,celebrity
21299,D,scientist
21300,D,scientist
21301,D,celebrity
21302,P,politician
21303,P,scientist
21304,D,politician
21305,I,scientist
21306,D,celebrity
21307,D,scientist
21308,D,politician
21309,D,celebrity
21310,D,politician
21311,I,celebrity
21312,D,scientist
21313,D,scientist
21314,P,politician
21315,I,celebrity
21316,D,scientist
21317,P,celebrity
21318,I,celebrity
21319,D,politician
21320,I,celebrity
21321,D,scientist
21322,P,celebrity
21323,P,celebrity
21324,P,scientist
21325,D,politician
21326,P,scientist
21327,P,scientist
21328,I,celebrity
21329,P,scientist
21330,I,politician
21331,P,celebrity
21332,I,politician
21333,I,celebrity
21334,P,politician
21335,I,scientist
21336,D,scientist
21337,I,politician
21338,P,politician
21339,I,scientist
21340,I,scientist
21341,I,politician
21342,P,scientist
21343,D,scientist
21344,D,scientist
21345,P,celebrity
21346,I,scientist
21347,P,scientist
21348,D,celebrity
21349,P,politician
21350,I,politician
21351,D,scientist
21352,D,scientist
21353,P,scientist
21354,D,politician
21355,P,scientist
21356,D,celebrity
21357,P,scientist
21358,P,celebrity
21359,D,politician
21360,I,scientist
21361,P,politician
21362,D,scientist
21363,P,politician
21364,D,politician
21365,D,celebrity
21366,D,celebrity
21367,I,scientist
21368,D,celebrity
21369,D,politician
21370,P,scientist
21371,D,politician
21372,I,scientist
21373,P,scientist
21374,I,celebrity
21375,P,politician
21376,P,scientist
21377,P,celebrity
21378,D,scientist
21379,D,politician
21380,P,scientist
21381,P,scientist
21382,P,politician
21383,D,politician
21384,D,celebrity
21385,P,scientist
21386,P,politician
21387,P,celebrity
21388,I,scientist
21389,I,celebrity
21390,P,scientist
21391,D,celebrity
21392,D,scientist
21393,P,celebrity
21394,I,celebrity
21395,D,celebrity
21396,P,celebrity
21397,I,politician
21398,P,politician
21399,P,scientist
21400,D,politician
21401,D,celebrity
21402,P,scientist
21403,D,celebrity
21404,P,politician
21405,I,celebrity
21406,P,scientist
21407,D,celebrity
21408,D,scientist
21409,D,celebrity
21410,I,celebrity
21411,P,celebrity
21412,P,scientist
21413,I,celebrity
21414,I,scientist
21415,D,celebrity
21416,P,politician
21417,P,scientist
21418,I,scientist
21419,I,politician
21420,P,celebrity
21421,I,scientist
21422,I,celebrity
21423,P,celebrity
21424,P,celebrity
21425,D,politician
21426,D,scientist
21427,D,politician
21428,D,politician
21429,P,politician
21430,D,politician
21431,P,celebrity
21432,I,politician
21433,P,scientist
21434,D,celebrity
21435,P,scientist
21436,D,scientist
21437,I,politician
21438,P,politician
21439,I,celebrity
21440,I,scientist
21441,P,celebrity
21442,D,celebrity
21443,P,politician
21444,D,politician
21445,P,celebrity
21446,P,politician
21447,P,politician
21448,P,politician
21449,I,scientist
21450,P,celebrity
21451,D,celebrity
21452,P,scientist
21453,P,politician
21454,I,politician
21455,D,scientist
21456,D,politician
21457,P,celebrity
21458,D,politician
21459,I,celebrity
21460,I,politician
21461,P,politician
21462,D,scientist
21463,D,politician
21464,I,celebrity
21465,P,scientist
21466,D,politician
21467,I,celebrity
21468,I,scientist
21469,I,celebrity
21470,I,scientist
21471,P,celebrity
21472,P,politician
21473,D,scientist
21474,D,celebrity
21475,D,scientist
21476,I,celebrity
21477,I,politician
21478,D,politician
21479,I,celebrity
21480,P,celebrity
21481,I,celebrity
21482,D,scientist
21483,D,politician
21484,I,celebrity
21485,I,politician
21486,P,politician
21487,D,scientist
21488,P,politician
21489,D,politician
21490,D,politician
21491,P,politician
21492,D,politician
21493,I,scientist
21494,I,scientist
21495,P,scientist
21496,D,politician
21497,P,scientist
21498,I,politician
21499,P,celebrity
21500,D,politician
21501,D,scientist
21502,D,scientist
21503,I,politician
21504,P,celebrity
21505,P,politician
21506,I,politician
21507,P,celebrity
21508,P,celebrity
21509,I,scientist
21510,I,scientist
21511,I,politician
21512,P,scientist
21513,P,politician
21514,P,politician
21515,D,politician
21516,P,scientist
21517,I,celebrity
21518,I,politician
21519,D,politician
21520,D,celebrity
21521,P,politician
21522,P,scientist
21523,D,celebrity
21524,D,celebrity
21525,D,scientist
21526,P,politician
21527,D,politician
21528,I,politician
21529,I,celebrity
21530,D,celebrity
21531,P,celebrity
21532,D,politician
21533,I,politician
21534,I,scientist
21535,I,politician
21536,P,scientist
21537,I,politician
21538,D,celebrity
21539,D,scientist
21540,I,politician
21541,P,scientist
21542,I,scientist
21543,P,celebrity
21544,D,politician
21545,I,politician
21546,I,politician
21547,I,politician
21548,D,scientist
21549,P,politician
21550,D,scientist
21551,I,politician
21552,D,celebrity
21553,I,scientist
21554,P,scientist
21555,I,politician
21556,I,scientist
21557,I,politician
21558,I,celebrity
21559,P,celebrity
21560,D,politician
21561,D,celebrity
21562,P,celebrity
21563,P,politician
21564,P,celebrity
21565,P,scientist
21566,P,scientist
21567,P,celebrity
21568,I,scientist
21569,P,politician
21570,I,politician
21571,I,scientist
21572,P,scientist
21573,D,celebrity
21574,P,politician
21575,P,scientist
21576,P,politician
21577,P,politician
21578,D,politician
21579,P,celebrity
21580,P,scientist
21581,D,politician
21582,P,politician
21583,P,scientist
21584,I,scientist
21585,I,politician
21586,P,celebrity
21587,I,celebrity
21588,P,scientist
21589,P,politician
21590,I,politician
21591,I,scientist
21592,D,politician
21593,P,politician
21594,I,scientist
21595,D,politician
21596,I,celebrity
21597,D,celebrity
21598,P,celebrity
